distance_m,approach_rate_mps,pitch,roll,accel_magnitude,gyro_magnitude,tilt_magnitude,visibility_m,humidity_percent,label
16.56,1.09,4.64,3.44,1.0729,0.2582,5.7725,16.6,76.4,1
14.07,0.97,21.27,15.98,1.0191,0.9238,26.6098,7.1,74.8,3
58.84,-0.36,2.18,0.82,0.2036,0.2029,2.3282,16.1,38.3,0
29.25,0.78,-4.05,1.11,0.5743,0.1852,4.2027,15.8,45.3,0
6.81,10.33,2.53,4.55,0.4837,0.7021,5.2108,4.3,74.1,2
51.9,-0.04,-0.65,-1.02,0.7087,0.1652,1.2066,19.5,31.7,0
43.68,-0.07,3.14,-0.51,0.517,0.0535,3.1785,18.2,48.6,0
78.45,-0.53,-0.57,0.51,0.2143,0.1939,0.7697,17.4,32.8,0
16.48,2.32,-7.03,2.77,0.2925,0.6827,7.5577,8.7,72.7,1
18.22,0.99,3.51,0.99,0.7464,0.1198,3.6463,16.7,64.6,1
30.11,0.25,1.78,1.2,0.181,0.179,2.1449,17.8,48.8,0
22.34,3.09,-5.0,4.23,1.0767,0.5817,6.5465,15.8,74.4,1
20.52,1.9,3.36,3.03,1.2181,0.2934,4.5291,8.5,57.7,1
19.84,1.52,-0.62,-5.05,0.9774,0.6129,5.0849,16.0,59.6,1
66.3,-0.88,-2.02,3.97,0.6781,0.2219,4.4503,24.3,44.1,0
48.0,0.63,-3.75,1.77,0.5486,0.2797,4.1465,21.8,51.6,0
76.18,-0.46,-0.84,0.86,0.3374,0.1851,1.197,22.4,43.3,0
35.29,0.19,-23.38,12.85,1.2947,1.6372,26.6759,5.9,75.5,3
11.37,1.1,13.91,-0.14,1.1124,0.7424,13.9156,15.1,59.8,1
6.97,5.57,1.82,4.15,1.8881,2.2409,4.538,3.0,82.1,3
10.94,7.01,-0.38,4.86,1.4763,0.9898,4.8705,8.1,88.5,2
3.8,10.35,10.03,-2.09,2.1648,0.6937,10.2416,5.1,93.3,3
3.37,2.11,6.37,-8.81,4.5515,1.8674,10.8661,7.6,89.6,2
61.73,0.07,-1.22,0.48,0.6676,0.1076,1.3121,15.6,38.1,0
20.95,0.73,-0.1,-0.1,0.653,0.1807,0.1406,22.6,48.8,0
19.86,0.62,0.59,-4.3,0.7469,0.2347,4.3411,12.8,77.3,1
7.52,8.66,-3.12,-1.24,1.0188,1.7799,3.3553,4.0,88.1,3
11.75,2.99,-8.44,-8.07,2.2028,0.8873,11.671,7.6,81.8,2
7.83,11.84,0.83,1.17,3.0853,1.4084,1.4372,1.9,84.3,3
34.78,0.63,2.97,-2.84,0.3543,0.0967,4.1126,17.9,43.8,0
0.62,10.95,-11.05,-1.53,0.728,1.306,11.1524,4.1,93.9,3
6.03,4.94,-0.02,1.15,1.7916,0.99,1.1482,6.3,88.9,2
10.5,7.97,14.75,-1.12,1.1351,0.4134,14.794,9.6,90.6,2
45.74,-0.7,1.4,1.18,0.5587,0.0809,1.8311,19.5,44.6,0
78.02,-0.13,1.15,-2.14,0.339,0.2673,2.4315,18.2,56.2,0
10.23,2.59,-21.18,12.4,2.1883,1.1654,24.5464,11.1,57.0,2
76.37,-0.73,-0.59,-1.86,0.6585,0.1313,1.9522,15.2,41.2,0
3.07,13.46,-8.32,-0.8,0.6192,1.3344,8.3627,3.2,83.0,3
0.7,21.81,18.61,-3.03,2.5466,1.9775,18.8581,5.3,96.1,3
27.55,2.55,19.9,11.22,1.7078,1.5505,22.8496,14.0,54.1,2
39.36,-0.88,-6.19,3.57,0.5586,0.15,7.1427,15.4,52.4,0
4.18,16.27,-17.02,-4.73,2.2591,1.1626,17.6625,2.5,93.1,3
30.11,1.41,-0.24,-0.04,0.2246,0.2599,0.2402,16.9,51.7,0
47.47,0.66,0.41,-2.59,0.623,0.0802,2.6258,16.8,30.9,0
65.81,-0.78,1.58,2.05,0.3793,0.1489,2.5911,15.3,55.2,0
13.47,0.99,-3.56,-3.58,0.8967,0.2764,5.0474,15.0,74.6,1
71.42,0.22,3.34,-0.07,0.2462,0.1848,3.3452,20.8,61.2,0
10.14,0.52,5.21,3.24,1.0637,0.6011,6.1384,8.6,75.5,1
11.75,0.66,-23.13,-14.14,4.175,1.1709,27.11,14.8,62.2,3
73.68,1.06,-0.18,0.12,0.4216,0.255,0.2168,22.7,61.2,0
21.55,2.05,22.2,-17.67,2.3902,1.0525,28.3772,9.9,82.1,3
0.53,21.41,4.13,-3.88,3.6093,1.4689,5.6683,5.3,90.3,3
14.99,3.57,-2.26,-0.75,0.5823,0.7483,2.3773,8.2,55.8,1
13.65,7.21,11.87,8.2,2.1376,0.747,14.4235,3.7,89.6,2
14.16,7.91,-1.91,5.8,0.4793,1.2865,6.1032,8.8,82.5,2
9.2,6.3,-8.45,-7.93,1.7065,0.5963,11.5929,9.1,86.4,2
66.41,0.91,0.09,1.67,0.4965,0.1273,1.668,18.8,35.9,0
69.28,-0.04,-2.29,-1.02,0.4614,0.156,2.5028,24.9,30.6,0
4.32,6.02,4.54,1.87,0.7941,0.6289,4.9129,5.7,80.3,2
21.75,3.13,18.11,10.88,6.0581,1.1698,21.1231,5.2,84.1,2
35.78,1.16,4.05,-0.14,0.4196,0.1228,4.0536,20.1,39.7,0
22.14,3.88,-2.73,5.16,0.7152,0.1338,5.8364,14.2,72.8,1
27.94,1.15,1.65,-2.25,0.2295,0.1493,2.7935,22.5,32.3,0
45.3,0.6,1.34,-1.22,0.2411,0.2244,1.8108,24.8,32.9,0
62.69,1.28,1.35,1.83,0.4933,0.1861,2.2722,20.4,36.0,0
62.08,-0.58,-2.15,1.23,0.3522,0.2396,2.4793,19.4,62.2,0
52.64,0.3,-1.71,-0.7,0.7168,0.1907,1.8437,18.3,59.3,0
49.94,0.54,1.8,-2.32,0.5302,0.1986,2.9369,17.1,41.0,0
0.5,0.09,22.55,11.12,2.9886,2.4576,25.1418,2.3,85.3,2
21.1,1.6,-8.47,-5.23,3.3642,2.1018,9.9596,2.1,77.3,1
14.78,2.66,-9.85,-4.37,0.2865,0.2076,10.7806,15.0,82.0,1
15.25,3.12,-12.75,18.16,2.8854,1.3625,22.1916,2.5,91.2,2
20.03,3.69,-2.99,0.51,0.1921,0.3095,3.0323,7.3,56.9,1
37.32,-0.69,-1.46,-2.87,0.3628,0.1064,3.2233,18.2,38.8,0
20.17,3.47,0.15,3.86,0.6805,0.5556,3.8658,9.8,70.0,1
11.36,5.49,-9.26,8.02,0.4727,0.5645,12.2499,4.4,73.1,2
63.8,-0.98,5.67,-2.85,0.3624,0.1069,6.3504,21.6,46.1,0
7.96,9.13,9.74,-4.22,0.8352,0.9742,10.6151,4.4,89.7,2
8.92,4.29,31.8,7.37,1.4725,2.8616,32.6406,7.4,81.1,2
12.56,0.51,6.8,-7.97,0.3737,0.1911,10.4828,9.4,65.2,1
10.96,2.68,-4.49,-5.42,1.3406,0.3517,7.0347,13.7,59.8,1
19.92,-0.22,-2.38,4.7,2.5544,0.6629,5.2646,3.2,87.5,1
37.37,0.07,-15.82,19.59,2.121,1.6372,25.1777,5.7,52.1,3
27.71,1.39,3.58,2.83,0.3147,0.2031,4.5604,21.5,43.8,0
7.46,6.29,2.79,-1.48,0.7806,0.518,3.1595,9.7,84.0,2
14.5,7.39,-13.64,9.77,2.7566,1.3304,16.7757,2.9,85.8,2
15.41,4.1,11.69,-4.89,1.7952,0.2615,12.675,6.8,74.4,2
5.32,10.99,19.26,11.95,0.7828,1.3322,22.6648,3.9,78.9,2
6.37,5.63,1.4,-5.45,2.0953,1.1265,5.6272,3.1,83.7,3
16.63,1.34,8.51,-3.34,0.8829,0.5433,9.1378,10.2,56.3,1
2.16,17.44,2.67,-5.78,0.8269,0.8385,6.3705,5.7,82.8,3
6.68,11.15,3.73,6.72,1.6964,1.2053,7.6886,4.9,77.1,2
6.32,3.65,-0.98,8.36,1.3519,0.4723,8.4141,7.8,83.5,2
60.61,1.17,4.98,-0.11,0.3123,0.2346,4.9764,21.5,48.7,0
29.09,0.31,1.7,-0.54,0.8108,0.1458,1.7849,20.5,48.4,0
42.84,-0.65,-0.92,2.21,0.379,0.0938,2.396,17.5,51.9,0
11.93,5.5,-0.62,-7.71,2.3227,1.1724,7.7349,7.9,79.0,2
34.9,1.69,28.6,-15.34,3.8526,2.492,32.4556,12.3,71.3,3
17.41,3.94,-7.54,-6.53,0.312,1.1669,9.9758,14.8,56.9,1
17.04,1.63,-8.66,-2.33,0.4766,0.2148,8.9728,12.7,61.8,1
5.13,12.58,0.98,3.35,1.4681,1.0642,3.4945,3.3,79.4,2
19.12,4.56,-6.27,-7.07,1.6287,1.3067,9.4533,5.3,94.3,1
14.28,2.48,-1.05,-1.47,0.6701,0.578,1.809,13.1,63.3,1
6.72,9.55,2.71,5.77,0.5362,0.4048,6.3732,4.5,84.7,2
79.3,0.67,-4.2,-0.71,0.5932,0.0762,4.2563,23.9,50.0,0
13.75,3.47,0.13,-3.73,1.5002,0.2416,3.7293,8.4,89.8,2
8.23,8.12,2.82,3.77,1.6352,1.3198,4.7081,4.3,79.6,2
71.45,0.38,3.52,-1.69,0.3822,0.0897,3.9066,18.7,47.6,0
23.45,-0.13,0.95,-0.84,0.1213,0.2056,1.2676,22.1,47.2,0
19.16,2.46,0.95,-3.68,1.7926,0.5229,3.7961,6.6,60.4,1
47.21,-0.16,2.72,-1.41,0.6611,0.0908,3.0688,17.6,42.1,0
5.54,12.76,-4.98,-4.64,1.6828,0.5722,6.8046,6.7,85.0,2
2.94,13.49,-0.28,-0.2,2.1613,0.621,0.3498,4.0,88.9,3
45.81,-0.22,6.24,0.46,0.4736,0.1754,6.2615,20.6,41.5,0
10.78,1.56,3.76,-3.07,1.5401,0.5682,4.8548,16.1,59.4,1
58.41,-0.09,-1.0,1.38,0.2895,0.0977,1.707,16.1,62.4,0
34.74,0.21,-0.42,2.57,0.2071,0.1891,2.6042,24.8,30.1,0
17.5,3.29,-10.84,-2.18,0.9737,0.1299,11.0608,17.9,73.6,1
9.09,9.26,4.28,2.66,0.7165,0.4453,5.0388,4.2,73.9,2
13.04,6.1,-2.23,1.56,1.3721,1.0289,2.7179,6.2,84.0,2
38.89,0.02,6.59,0.4,0.5553,0.1309,6.5984,18.0,60.2,0
17.66,2.52,5.41,5.86,0.5246,0.2827,7.9796,14.1,60.7,1
22.25,0.9,-2.64,3.19,0.5979,0.3323,4.1394,13.9,56.2,1
10.08,4.59,-1.11,3.31,1.1422,0.6139,3.4903,9.6,74.5,2
72.28,-0.83,0.08,2.45,0.1797,0.103,2.4532,20.3,51.7,0
5.73,13.9,7.17,-2.85,3.1132,1.4698,7.7143,2.7,90.0,3
26.25,2.09,-2.62,7.07,0.451,0.2027,7.5442,16.9,62.3,1
12.85,5.17,5.27,-4.0,2.0337,1.093,6.6127,7.1,80.1,2
21.88,7.87,9.4,-1.03,1.4421,2.771,9.4554,6.0,78.7,1
25.25,-0.86,0.88,-2.46,0.2159,0.1454,2.6095,15.2,53.6,0
25.0,1.41,-3.16,-5.87,0.3027,1.0895,6.665,6.6,70.6,1
10.52,1.16,-0.18,1.98,0.7873,0.3898,1.9928,6.8,77.9,1
8.55,11.37,10.77,-7.1,1.9682,0.7183,12.8974,9.7,83.4,2
4.53,13.43,-2.7,-1.47,1.5561,0.7609,3.0763,9.3,84.5,2
25.6,0.61,5.98,-0.98,0.6981,0.5118,6.0564,8.2,71.4,1
63.17,-0.54,4.71,-3.61,0.4572,0.1437,5.9315,17.8,63.5,0
75.31,-0.12,1.1,2.74,0.174,0.0745,2.9493,21.6,45.4,0
15.04,3.74,1.75,1.15,0.8023,0.5513,2.0949,17.1,60.1,1
25.79,3.97,-11.16,3.19,1.1845,0.8547,11.6039,8.9,73.0,1
16.57,1.79,-5.24,0.75,0.43,0.7377,5.29,17.1,69.2,1
4.6,12.9,-1.08,-3.12,0.7744,1.3761,3.3043,2.9,92.2,3
77.96,-0.63,-1.75,2.41,0.4222,0.0744,2.9803,15.4,40.4,0
13.23,8.34,3.93,12.09,1.9522,0.967,12.7181,7.6,75.4,2
14.21,4.28,3.84,8.39,0.8567,0.77,9.2319,7.1,89.3,2
12.69,7.42,0.45,0.06,2.7515,1.4302,0.452,7.7,78.1,2
7.53,8.63,1.79,2.38,1.2657,1.5046,2.9755,5.4,90.1,3
19.55,2.27,2.98,-3.87,1.5643,0.2405,4.8879,13.1,68.5,1
47.88,-0.2,2.92,2.02,0.6299,0.1047,3.5529,17.3,40.2,0
4.79,11.59,-8.76,-0.47,2.1367,0.6296,8.7726,5.1,91.3,3
6.22,5.35,7.22,-0.56,1.9202,0.6874,7.244,7.3,82.2,2
30.24,-0.93,-0.73,4.43,0.2337,0.1814,4.4934,23.1,57.9,0
11.74,9.37,-6.31,2.33,0.9779,1.0489,6.728,6.4,74.7,2
34.06,1.41,-1.64,-1.83,0.4039,0.1678,2.4552,23.4,45.5,0
46.41,0.59,0.99,3.16,0.4302,0.1124,3.3104,18.0,56.1,0
20.17,0.78,2.45,-0.58,0.7718,0.3695,2.5154,14.2,76.3,1
5.57,5.19,-6.99,4.84,1.6037,0.6665,8.5069,7.4,87.0,2
16.08,0.68,5.44,18.5,1.4404,2.4476,19.2817,3.6,92.1,1
13.3,7.87,-0.59,6.23,0.9291,0.9325,6.2527,9.8,80.8,2
10.08,1.86,-5.83,-1.19,1.5717,0.5479,5.9503,17.5,75.4,1
46.69,1.42,-0.5,-1.18,0.4563,0.1727,1.2847,18.1,42.2,0
17.5,3.45,-4.84,3.68,1.4229,0.2358,6.0801,7.6,66.1,1
43.33,-0.14,-2.13,1.58,0.6698,0.1039,2.6523,25.0,46.7,0
5.68,6.53,-0.93,2.1,2.0692,2.2587,2.2931,5.2,83.6,3
20.34,3.01,-0.96,7.55,1.3436,0.3636,7.6078,9.7,64.2,1
2.84,1.92,13.18,-3.69,2.2344,1.2915,13.6819,2.5,94.2,2
14.9,1.27,-5.69,0.52,0.9235,0.2556,5.7187,8.8,57.0,1
12.76,3.39,-13.48,-0.93,1.3046,0.4157,13.5128,17.4,74.1,1
49.31,1.29,-3.22,2.19,0.1816,0.1367,3.8949,16.5,49.4,0
30.14,1.13,0.72,1.52,0.7962,0.0752,1.6789,18.1,45.7,0
13.84,3.31,6.61,1.29,0.9219,0.3131,6.7297,8.5,73.7,1
70.02,0.76,-5.64,-3.81,0.0786,0.2487,6.8069,16.3,34.0,0
20.99,1.91,-9.2,7.15,0.8127,0.488,11.6568,11.5,78.0,1
74.77,0.85,-3.67,-2.15,0.2621,0.0679,4.2564,19.8,42.8,0
4.31,10.88,11.97,3.65,0.9814,0.3917,12.5103,7.2,90.4,2
6.84,7.29,-10.52,-4.46,0.3607,0.7569,11.4246,6.3,85.6,2
10.26,2.04,-1.52,4.43,0.7157,0.327,4.6811,13.0,81.6,1
7.88,10.68,-14.73,-1.77,2.1882,0.8681,14.84,3.3,95.9,3
1.9,14.3,-9.58,1.57,1.6504,0.5495,9.7063,1.0,88.0,3
14.82,1.25,5.23,-0.54,1.0084,0.3799,5.2537,11.2,74.4,1
18.25,1.6,-2.14,-3.15,0.8325,0.3706,3.8087,7.5,62.2,1
43.05,-0.52,-1.78,-4.02,0.3736,0.0905,4.3906,16.9,55.2,0
67.48,0.65,1.56,2.37,0.1605,0.0416,2.8408,18.9,40.6,0
66.68,0.28,2.29,1.5,0.1221,0.2255,2.7382,24.6,32.1,0
20.07,0.11,1.93,0.99,0.4894,0.252,2.1727,16.0,57.8,0
14.95,6.58,-0.04,-4.19,1.0086,0.2937,4.1862,3.5,80.4,2
59.75,-0.33,-1.07,-0.67,0.1426,0.0682,1.2618,17.0,37.0,0
15.31,2.49,-2.86,-1.23,1.149,0.532,3.1097,14.1,75.0,1
22.57,-0.7,1.3,-2.78,0.4587,0.2311,3.0684,15.4,35.0,0
77.48,-0.49,-0.5,-0.99,0.2291,0.0827,1.1054,18.7,61.6,0
20.09,2.07,3.53,5.11,0.8426,0.5432,6.2075,12.2,75.3,1
5.41,5.3,-6.25,3.69,0.4235,0.5657,7.2586,9.9,86.9,2
23.62,3.15,-0.65,0.47,1.0852,0.3666,0.8035,12.7,63.8,1
26.72,3.37,3.83,1.12,0.7014,0.357,3.99,16.0,79.9,1
68.11,0.12,2.56,-0.07,0.1822,0.2275,2.5616,15.5,48.5,0
70.16,-0.18,1.59,0.82,0.3666,0.074,1.7857,19.0,45.8,0
4.06,11.63,2.24,9.16,0.491,0.865,9.4259,7.3,90.0,2
58.15,-0.49,2.37,-0.39,0.562,0.1123,2.3993,15.0,46.3,0
1.26,10.08,4.12,0.69,0.7864,1.8536,4.1815,3.9,87.4,3
19.8,1.88,-0.6,-2.95,0.6632,0.5584,3.0159,16.5,79.7,1
24.61,0.81,-7.05,-7.39,1.9023,1.8638,10.2103,5.9,91.9,1
25.94,2.72,-4.5,2.54,0.6587,0.4363,5.1634,12.8,77.8,1
35.68,0.14,-0.8,-1.39,0.7389,0.1444,1.6062,24.2,43.9,0
12.37,6.78,-6.77,10.65,2.5881,1.5499,12.6169,7.1,92.6,1
22.66,2.4,-10.13,-0.37,0.227,0.3074,10.1366,13.3,69.0,1
17.66,1.72,-3.12,-1.66,0.6722,0.2879,3.5357,11.3,72.1,1
12.44,2.9,24.54,-16.76,2.9451,0.8632,29.7176,7.1,70.7,3
4.94,9.11,15.47,5.68,1.2792,0.7173,16.4822,5.7,83.6,2
9.65,6.87,-8.89,-15.81,0.9499,1.4825,18.1427,5.2,78.2,2
4.11,14.32,4.21,-2.97,1.1005,0.9444,5.1489,1.4,96.5,3
24.56,1.47,-1.24,0.08,0.5301,0.7588,1.239,12.8,64.1,1
14.19,8.0,-4.3,-5.24,1.4614,0.8906,6.7781,6.9,87.4,2
25.27,2.03,2.86,2.91,0.8069,0.7552,4.0765,9.7,66.4,1
0.97,11.84,-0.35,8.44,1.3159,1.4694,8.447,2.7,90.1,3
21.38,0.28,2.89,3.28,0.2199,0.2451,4.3749,17.7,46.9,0
16.03,2.06,-0.27,-3.94,0.6634,0.416,3.9474,13.5,74.9,1
35.65,1.89,23.96,-19.62,2.4543,0.9081,30.9705,4.8,76.2,3
8.5,8.85,-6.5,-13.31,1.0046,0.9608,14.8167,3.4,77.7,2
26.76,0.54,-23.44,19.6,0.5011,0.8055,30.5541,7.6,52.2,3
28.47,0.1,17.75,19.77,1.3083,0.7526,26.5706,7.1,69.1,3
38.41,0.68,15.18,14.04,2.6345,0.6526,20.6786,14.1,74.4,2
35.81,1.07,17.27,14.17,2.3908,0.7184,22.342,4.9,74.1,2
63.56,0.44,-3.25,-5.38,0.812,0.096,6.2864,24.7,36.3,0
10.89,2.75,4.95,-0.35,0.9015,0.8092,4.9672,3.4,75.0,2
1.86,15.35,-1.74,-3.7,0.9706,1.9316,4.0932,5.3,91.2,3
21.11,3.98,2.68,0.59,0.9483,0.5368,2.7417,6.1,81.3,1
43.02,-0.6,1.33,-4.62,0.7034,0.2345,4.8079,16.8,41.8,0
11.46,3.33,-0.69,-6.67,0.8979,0.9943,6.7099,5.2,77.3,2
15.04,3.8,-1.56,8.58,0.9775,0.441,8.7199,7.8,73.4,2
26.34,2.78,-1.38,2.98,0.4891,0.3069,3.2858,9.5,70.3,1
27.61,2.55,-0.52,-1.4,0.5298,0.6433,1.495,6.6,71.7,1
19.06,1.54,-2.87,-5.08,0.9863,0.2195,5.8362,9.7,79.8,1
8.31,5.14,-4.48,2.79,1.3989,0.4223,5.2757,5.2,79.0,2
25.63,1.16,-1.68,-1.17,0.2748,0.0753,2.0458,17.5,60.0,0
49.05,1.43,0.1,-0.62,0.4018,0.2129,0.6254,24.7,59.4,0
65.99,-0.93,-1.32,-0.51,0.3733,0.2126,1.4178,22.1,32.2,0
22.35,2.92,-9.76,4.14,1.0049,0.243,10.6023,15.1,74.8,1
26.51,3.84,-8.8,-3.34,0.4196,0.3471,9.4111,7.9,57.5,1
7.92,6.0,8.98,-5.18,2.0708,0.6313,10.3656,8.6,74.6,2
22.79,2.49,8.62,2.44,0.7898,0.3018,8.9614,8.7,73.1,1
57.37,0.52,-2.92,1.11,0.4389,0.122,3.1259,20.9,40.3,0
47.65,1.16,-4.9,-1.79,0.6787,0.1826,5.2122,20.7,58.3,0
26.0,0.69,-1.52,2.03,0.3083,0.133,2.534,23.5,57.6,0
8.27,6.69,2.08,3.46,1.7482,0.2516,4.0382,7.4,87.5,2
25.62,0.83,-4.01,-0.04,0.3065,0.3652,4.0061,17.1,61.5,1
7.79,11.41,2.84,-4.41,0.8379,0.4772,5.2447,8.5,75.7,2
5.7,9.57,-5.04,2.73,1.6355,1.55,5.7316,2.9,85.9,3
21.59,3.28,3.76,0.42,0.9112,0.7426,3.7841,8.0,67.9,1
26.63,2.02,1.4,-4.44,0.4472,0.3323,4.6512,9.7,79.2,1
10.08,6.62,-4.76,3.63,0.3895,0.7651,5.9869,5.6,84.2,2
77.19,-0.13,-1.98,-0.53,0.4048,0.0621,2.0491,21.9,61.1,0
8.16,8.84,9.44,-4.98,0.4259,1.0989,10.6707,3.0,90.4,2
8.44,9.25,-3.59,-3.44,1.1078,0.9315,4.9671,4.8,80.8,2
64.37,1.37,-3.5,0.26,0.5264,0.0517,3.5067,15.5,48.6,0
44.08,0.8,-1.82,-0.66,0.523,0.087,1.9305,19.8,53.3,0
55.1,-0.04,-1.15,-1.12,0.896,0.1622,1.611,22.4,56.5,0
15.46,2.4,-4.6,-6.29,2.1187,1.2609,7.7975,5.0,78.7,2
64.48,1.47,0.97,-0.77,0.5928,0.0948,1.2323,23.3,62.5,0
51.27,1.46,-3.73,0.51,0.2681,0.1232,3.7618,17.5,52.3,0
2.31,9.19,-10.95,-1.07,1.6204,1.3435,11.0017,3.5,95.3,3
4.81,13.18,5.52,-6.09,1.1606,0.8137,8.2133,7.2,75.4,2
59.86,-0.79,0.92,-0.12,0.4378,0.1131,0.9317,21.4,64.3,0
54.26,1.09,-1.67,-2.05,0.294,0.2521,2.6407,17.1,47.2,0
29.08,0.03,-1.92,-3.65,0.1381,0.2896,4.1303,18.1,34.9,0
18.37,3.23,-0.6,0.34,0.5583,0.3348,0.6852,11.2,77.7,1
6.9,10.77,-1.26,-6.3,0.8295,1.26,6.4205,9.0,78.4,2
23.96,-0.58,-0.12,-2.32,0.4623,0.0711,2.3277,17.2,32.1,0
17.19,2.91,-11.25,-0.12,1.16,0.459,11.2492,10.2,75.1,1
10.41,7.27,25.82,3.52,1.2146,0.3601,26.0593,7.1,80.0,2
3.01,10.29,-5.19,-2.21,0.6909,1.0524,5.6424,3.7,92.1,3
42.5,-0.75,-1.28,-1.24,0.6854,0.0951,1.7827,22.8,44.5,0
1.82,9.46,-4.25,-1.37,0.8325,1.7572,4.4669,1.3,88.3,3
15.59,3.91,-3.1,3.71,0.8803,0.2832,4.8338,11.4,62.6,1
22.12,1.22,23.2,11.47,1.9387,2.0638,25.8836,4.0,51.4,3
6.79,11.37,-1.17,4.84,1.3695,1.1543,4.9794,8.7,89.0,2
4.03,13.64,6.96,7.4,1.1586,0.4954,10.1658,8.9,82.6,2
72.72,0.37,2.48,0.33,0.1254,0.2161,2.5023,18.1,38.7,0
68.48,1.17,-2.6,-3.14,0.5065,0.247,4.0778,15.9,48.3,0
19.52,3.23,3.87,7.24,1.0538,0.3975,8.2139,11.2,60.9,1
2.61,13.33,-4.59,4.09,1.6552,1.5006,6.1495,3.3,86.1,3
16.08,1.46,-4.09,7.39,1.1685,0.7006,8.4488,17.0,69.0,1
14.8,2.12,15.36,-13.75,3.8148,1.2201,20.6187,8.3,78.0,2
6.22,14.54,0.19,7.0,2.2591,2.0605,7.0001,1.4,89.6,3
12.6,1.28,-3.12,0.5,1.012,0.6883,3.1637,15.1,81.7,1
15.74,4.02,-0.24,3.27,0.8231,1.0704,3.2752,5.0,90.1,2
27.58,1.64,2.59,0.29,1.4073,0.5924,2.6082,17.2,58.4,1
13.69,2.92,11.57,2.01,0.4964,0.6427,11.7415,14.3,68.9,1
18.59,1.5,-5.27,-3.68,0.3719,0.2317,6.4278,16.2,76.3,1
2.03,9.23,4.94,0.57,1.3906,0.6475,4.9752,4.9,91.5,3
54.67,-0.68,-4.51,-4.16,0.6838,0.1801,6.1337,20.0,52.1,0
49.27,0.7,0.81,-1.27,0.4753,0.1666,1.5052,24.3,34.0,0
10.3,1.99,-16.11,-11.81,2.0219,1.4419,19.9783,10.4,82.0,2
12.01,5.71,8.65,-1.59,1.3016,1.0117,8.797,6.2,90.8,2
14.75,1.9,-18.57,-15.07,2.8647,0.8431,23.912,6.5,65.7,2
21.0,1.16,-1.61,-2.65,0.6566,0.3991,3.0994,14.0,61.4,1
7.64,8.68,7.75,-2.3,1.5408,0.6675,8.0804,1.9,84.2,3
63.03,-0.07,0.47,3.67,0.4771,0.0519,3.7,16.4,45.3,0
31.09,1.05,0.61,-0.01,0.5271,0.2297,0.6107,17.4,43.2,0
4.42,8.51,3.24,2.84,0.5225,2.0316,4.3038,1.8,92.5,3
42.73,0.24,-0.58,-0.74,0.6689,0.0988,0.9388,16.5,48.6,0
74.95,-0.99,0.56,2.53,0.5051,0.1419,2.5944,21.1,64.5,0
21.29,2.88,-8.99,4.95,1.1165,0.3774,10.2629,10.3,80.7,1
64.58,1.02,-4.18,2.04,0.3071,0.1748,4.6548,16.9,30.7,0
4.25,11.17,2.59,1.02,1.626,0.6964,2.7807,5.2,87.8,2
78.47,-0.79,1.1,0.61,0.2277,0.0858,1.2591,17.6,41.0,0
6.18,12.68,-12.42,6.09,1.0097,0.8004,13.8375,5.5,82.8,3
34.79,0.4,1.06,5.31,0.2613,0.1769,5.4102,24.3,57.8,0
1.12,22.31,0.11,1.34,3.0054,0.6081,1.346,2.9,92.3,3
21.86,1.74,1.41,0.08,0.9783,0.5035,1.4107,6.3,69.6,1
14.57,6.71,-6.85,-1.47,1.7259,0.307,7.0084,6.8,85.8,2
10.44,2.84,-11.67,-8.01,0.3245,0.7324,14.1593,7.4,85.5,2
28.53,1.07,-3.82,0.96,0.5941,0.1189,3.939,19.5,36.3,0
15.56,1.6,29.66,20.89,1.9568,1.1115,36.2847,11.9,59.1,3
18.7,1.83,-4.72,0.32,0.8912,0.2771,4.7283,13.2,67.9,1
22.93,2.95,-0.15,-0.32,1.1922,0.2118,0.3522,16.1,73.4,1
59.66,-0.94,4.4,0.33,0.2671,0.1256,4.4098,22.5,46.7,0
13.86,8.55,-5.87,7.57,0.7367,0.3982,9.5765,8.7,76.7,2
15.28,2.95,2.84,-8.92,0.7513,0.2254,9.3592,17.7,75.5,1
40.46,1.07,-2.42,0.85,0.4974,0.1607,2.5625,21.8,60.0,0
36.36,0.73,-2.23,1.04,0.6521,0.1757,2.4621,19.0,54.4,0
10.8,3.02,8.84,10.76,1.3621,0.219,13.9226,7.5,86.4,2
6.57,6.0,-9.87,-1.35,1.3853,0.431,9.9598,6.2,87.9,2
8.02,4.3,11.76,-2.5,1.3134,0.4716,12.0239,6.2,84.7,2
24.28,0.66,7.79,5.92,0.6857,1.1942,9.7789,11.3,81.7,1
7.84,4.97,11.76,6.48,1.8112,0.7236,13.4258,8.8,78.3,2
19.12,3.58,5.19,3.04,0.8536,0.6557,6.0175,11.9,60.5,1
8.4,5.42,-2.06,-0.94,0.565,0.4742,2.2666,9.5,72.7,2
1.55,17.34,-3.18,12.33,2.4542,0.9764,12.7304,4.5,88.8,3
36.15,1.09,-0.5,1.44,0.532,0.0976,1.5258,17.4,55.6,0
18.09,3.1,-13.98,-0.71,0.4838,0.187,13.9959,12.7,62.4,1
51.85,1.28,0.93,-1.35,0.3628,0.163,1.64,24.6,34.9,0
22.49,0.88,-1.94,-6.04,1.0979,0.3189,6.3397,16.5,67.7,1
14.72,3.73,1.78,-1.94,1.1363,0.0812,2.6371,12.5,58.1,1
